cell_line,patient_id,histotype_code,rna_passage,wes_passage,tmt_plex,gene,ensembl_gene_id,panel_group,arm,segment_gene_covered_fraction,gene_segment_log2,gene_segment_min_log2,gene_segment_max_log2,n_segments_overlapping_gene,target_bins,positive_target_bins,zero_depth_target_bins,target_overlap_bp,target_bin_median_log2,target_bin_min_log2,target_bin_max_log2,target_bin_iqr_log2,gene_target_length_weighted_mean_depth,arm_median_log2,segment_minus_arm_log2,target_median_minus_arm_log2,segment_minus_target_median_log2,relative_screen_eligible,supported_relative_gain_screen,supported_relative_loss_screen,segment_bin_disagreement_flag,target_only_extreme_flag,zero_depth_followup_flag,status,rna_tpm,protein_log2_normalised,protein_isodoping,rna_tpm_rank_desc,rna_tpm_n_models,protein_log2_normalised_rank_desc,protein_log2_normalised_n_models,wes_measured
OV3133-R,3133,HGS,p64,P71,1.0,TP53,ENSG00000141510,other_locus_screen,17p,1.0,-0.5482515829713723,-0.5482515829713723,-0.5482515829713723,1.0,9.0,9.0,0.0,1770.0,-0.8420265829713722,-1.977522582971372,1.2820074170286277,1.6065657,37.06608406779661,-0.5482515829713723,0.0,-0.2937749999999999,0.2937749999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",2.9146684000000005,11.78542073427503,True,30.0,31.0,15.0,31.0,True
OV3133-R,3133,HGS,p64,P71,1.0,FBXW7,ENSG00000109670,other_locus_screen,4q,1.0,-0.0938525829713722,-0.0938525829713722,-0.0938525829713722,1.0,21.0,21.0,0.0,5380.0,-0.0212591829713722,-0.8468215829713722,0.9504494170286278,0.83974,83.85986565055762,-0.6616825829713723,0.5678300000000001,0.6404234000000001,-0.0725934,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",0.596705010537955,NA,NA,30.0,31.0,NA,0.0,True
OV3133-R,3133,HGS,p64,P71,1.0,POLE,ENSG00000177084,other_locus_screen,12q,1.0,-0.2163225829713722,-0.2163225829713722,-0.2163225829713722,1.0,31.0,31.0,0.0,6943.0,-0.1265835829713722,-1.5790225829713722,0.9662164170286278,0.72251055,42.60262782658793,-0.2076465829713722,-0.00867599999999999,0.081063,-0.08973899999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",6.024445999999999,10.53639705697834,False,31.0,31.0,12.0,31.0,True
OV3133-R,3133,HGS,p64,P71,1.0,POLD1,ENSG00000062822,other_locus_screen,19q,1.0,0.2206464170286277,0.2206464170286277,0.2206464170286277,1.0,2.0,2.0,0.0,289.0,1.1984174170286277,0.5496774170286278,1.8471574170286278,0.6487399999999999,86.90311730103807,0.2206464170286277,0.0,0.977771,-0.977771,False,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",32.749151,13.80891147502279,False,23.0,31.0,22.0,31.0,True
OV3133-R,3133,HGS,p64,P71,1.0,CTNNB1,ENSG00000168036,other_locus_screen,3p,1.0,0.3248014170286277,0.3248014170286277,0.3248014170286277,1.0,20.0,20.0,0.0,4914.0,0.16583181202862782,-1.888302582971372,2.022397417028628,0.7431749999999999,97.97195506715508,-0.0672708829713722,0.3920722999999999,0.23310269500000003,0.15896960499999988,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",65.105648342098,14.33555031661544,False,25.0,31.0,20.0,31.0,True
OV3133-R,3133,HGS,p64,P71,1.0,ARID1B,ENSG00000049618,other_locus_screen,6q,1.0,-0.0488280829713722,-0.0488280829713722,-0.0488280829713722,1.0,25.0,25.0,0.0,5605.0,-0.1101735829713722,-1.2028625829713722,1.227597417028628,0.900397,54.42818314005352,-0.0488280829713722,0.0,-0.0613455,0.0613455,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",4.925320588669999,12.94837408383091,False,29.0,31.0,2.0,31.0,True
OV3133-R,3133,HGS,p64,P71,1.0,SMAD4,ENSG00000141646,other_locus_screen,18q,1.0,-0.3576425829713722,-0.3576425829713722,-0.3576425829713722,1.0,11.0,11.0,0.0,2357.0,-0.4280395829713722,-1.4390425829713722,1.9533674170286277,1.0637260000000002,66.98302028001697,-0.3576425829713722,0.0,-0.07039699999999999,0.07039699999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",11.940018,11.60437544628881,False,27.0,31.0,19.0,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,CCNE1,ENSG00000105173,oncogene_gain_screen,19q,1.0,-0.0206882038983051,-0.0206882038983051,-0.0206882038983051,1.0,7.0,7.0,0.0,1494.0,0.1006487961016949,-0.1410197038983051,0.6850952961016948,0.31517485,114.94592382864792,-0.1282837038983051,0.1075955,0.22893249999999998,-0.121337,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,CCND1,ENSG00000110092,oncogene_gain_screen,11q,1.0,1.668100296101695,1.6681002961016949,1.6681002961016949,1.0,3.0,3.0,0.0,692.0,2.1515902961016953,0.8841102961016949,2.323420296101695,0.7196550000000002,129.61990606936416,-0.0730412038983051,1.7411415000000001,2.2246315000000005,-0.4834900000000002,True,True,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,CDK4,ENSG00000135446,oncogene_gain_screen,12q,1.0,0.2086872961016949,0.2086872961016949,0.2086872961016949,1.0,11.0,11.0,0.0,1963.0,-0.1078677038983051,-0.9048497038983051,0.9201402961016949,1.120057,102.81414212939379,0.2841072961016949,-0.07541999999999999,-0.39197499999999996,0.31655500000000003,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,CDK6,ENSG00000105810,oncogene_gain_screen,7q,1.0,0.4635402961016949,0.4635402961016949,0.4635402961016949,1.0,16.0,16.0,0.0,2700.0,1.5021102961016948,0.4978212961016949,2.457470296101695,0.8498625000000001,192.88591614814817,0.4635402961016949,0.0,1.03857,-1.03857,True,False,False,True,True,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,MYC,ENSG00000136997,oncogene_gain_screen,8q,1.0,1.186030296101695,1.1860302961016949,1.1860302961016949,1.0,7.0,7.0,0.0,1587.0,1.5355402961016948,0.8337752961016949,3.192830296101695,0.6411450000000001,150.2885822620519,0.4335252961016949,0.7525050000000002,1.102015,-0.34950999999999977,True,True,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,NA,NA,31.0,NA,0.0,True
OV3133-R2,3133,HGS,NA,P58,NA,MYCN,ENSG00000134323,oncogene_gain_screen,2p,1.0,-0.0488688038983051,-0.0488688038983051,-0.0488688038983051,1.0,4.0,4.0,0.0,973.0,0.7436212961016948,0.026141396101694896,2.739460296101695,0.7518057250000001,86.20733194444445,0.3059092961016949,-0.35477810000000004,0.4377119999999999,-0.7924900999999999,True,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,NA,NA,31.0,NA,0.0,True
OV3133-R2,3133,HGS,NA,P58,NA,MDM2,ENSG00000135679,oncogene_gain_screen,12q,1.0,0.2086872961016949,0.2086872961016949,0.2086872961016949,1.0,11.0,11.0,0.0,2165.0,0.29175629610169485,-0.7450857038983051,1.4749002961016948,0.559628,130.4610389838337,0.2841072961016949,-0.07541999999999999,0.007648999999999961,-0.08306899999999995,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,NA,NA,31.0,NA,0.0,True
OV3133-R2,3133,HGS,NA,P58,NA,MDM4,ENSG00000198625,oncogene_gain_screen,1q,1.0,-0.1073387038983051,-0.1073387038983051,-0.1073387038983051,1.0,14.0,14.0,0.0,3145.0,-0.1545287038983051,-1.528939703898305,0.6647412961016949,0.52654195,115.9911546899841,-0.2226327038983051,0.11529400000000001,0.06810400000000003,0.04718999999999998,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,NA,NA,31.0,NA,0.0,True
OV3133-R2,3133,HGS,NA,P58,NA,ERBB2,ENSG00000141736,oncogene_gain_screen,17q,1.0,-0.5661307038983051,-0.5661307038983051,-0.5661307038983051,1.0,12.0,12.0,0.0,2686.0,-0.7216137038983051,-2.154619703898305,0.7480852961016948,0.7980393950000002,32.85889994043187,0.0330518961016949,-0.5991826,-0.7546656,0.15548300000000004,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,EGFR,ENSG00000146648,oncogene_gain_screen,7p,1.0,0.351643296101695,0.3516432961016949,0.3516432961016949,1.0,31.0,31.0,0.0,6337.0,0.2647632961016949,-2.645689703898305,1.5444602961016949,0.7515658,83.64448077954869,0.3516432961016949,5.551115123125783e-17,-0.08688000000000001,0.08688000000000007,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,MET,ENSG00000105976,oncogene_gain_screen,7q,1.0,0.4635402961016949,0.4635402961016949,0.4635402961016949,1.0,29.0,29.0,0.0,6647.0,0.0768396961016949,-0.9470487038983051,2.1059002961016953,0.7366860000000001,105.82335987663609,0.4635402961016949,0.0,-0.3867006,0.3867006,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,FGFR1,ENSG00000077782,oncogene_gain_screen,8p,1.0,-0.6199587038983051,-0.6199587038983051,-0.6199587038983051,1.0,25.0,25.0,0.0,4562.0,-0.059729203898305105,-1.1363997038983051,3.2552302961016952,1.17366,51.484662406839114,-0.7003387038983051,0.08038000000000001,0.6406095,-0.5602294999999999,True,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,19.0,True
OV3133-R2,3133,HGS,NA,P58,NA,FGFR2,ENSG00000066468,oncogene_gain_screen,10q,1.0,0.3987602961016949,0.3987602961016949,0.3987602961016949,1.0,32.0,32.0,0.0,6354.0,0.7928227961016949,-1.5701097038983052,3.567220296101695,0.9165319999999999,124.63145303745672,-0.5944327038983052,0.993193,1.3872555000000002,-0.39406250000000004,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,NA,NA,31.0,NA,0.0,True
OV3133-R2,3133,HGS,NA,P58,NA,FGFR3,ENSG00000068078,oncogene_gain_screen,4p,1.0,0.0752693961016948,0.0752693961016948,0.0752693961016948,1.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,-0.6565047038983052,0.7317741,NA,NA,False,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,6.0,True
OV3133-R2,3133,HGS,NA,P58,NA,KRAS,ENSG00000133703,oncogene_gain_screen,12p,1.0,-0.7097097038983051,-0.7097097038983051,-0.7097097038983051,1.0,10.0,10.0,0.0,1977.0,-0.22326500389830511,-1.420899703898305,0.3525212961016949,0.886258,81.73240273141121,-0.7097097038983051,0.0,0.4864447,-0.4864447,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,NRAS,ENSG00000213281,oncogene_gain_screen,1p,1.0,-0.0815986038983051,-0.0815986038983051,-0.0815986038983051,1.0,8.0,8.0,0.0,1776.0,-0.1373569038983051,-0.5292677038983051,0.37147929610169494,0.324750875,110.31572984234234,-0.0684644038983051,-0.013134199999999999,-0.0688925,0.0557583,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,BRAF,ENSG00000157764,oncogene_gain_screen,7q,1.0,0.4635402961016949,0.4635402961016949,0.4635402961016949,1.0,22.0,22.0,0.0,4304.0,0.7545857961016949,-0.1362087038983051,1.660380296101695,0.61527825,164.92254149628255,0.4635402961016949,0.0,0.29104549999999996,-0.29104549999999996,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,AKT2,ENSG00000105221,oncogene_gain_screen,19q,1.0,0.6790312961016949,0.6790312961016949,0.6790312961016949,1.0,6.0,6.0,0.0,1155.0,0.6047382961016949,-0.07958580389830511,1.4161702961016949,0.439847,68.00697203463203,-0.1282837038983051,0.807315,0.7330220000000001,0.07429299999999994,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,PIK3CA,ENSG00000121879,oncogene_gain_screen,3q,1.0,1.036270296101695,1.036270296101695,1.036270296101695,1.0,21.0,21.0,0.0,5191.0,1.0128902961016948,0.4750722961016949,1.910420296101695,0.747747,252.70932293858812,0.9080982961016948,0.12817200000000017,0.104792,0.02338000000000018,True,True,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,PRKCI,ENSG00000163558,oncogene_gain_screen,3q,1.0,1.036270296101695,1.036270296101695,1.036270296101695,1.0,16.0,16.0,0.0,3436.0,1.0449202961016948,0.2068022961016949,2.098260296101695,0.5916887500000001,225.04133032596044,0.9080982961016948,0.12817200000000017,0.136822,-0.008649999999999824,True,True,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,MECOM,ENSG00000085276,oncogene_gain_screen,3q,1.0,1.921690296101695,1.9216902961016948,1.9216902961016948,1.0,30.0,30.0,0.0,7323.0,1.940660296101695,1.2359202961016948,3.358240296101695,0.5828775000000002,394.0667644829453,0.9080982961016948,1.0135920000000003,1.0325620000000002,-0.01896999999999993,True,True,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,BCL2L1,ENSG00000171552,oncogene_gain_screen,20q,1.0,0.3264682961016949,0.3264682961016949,0.3264682961016949,1.0,5.0,5.0,0.0,1076.0,1.1598502961016948,0.1373652961016949,1.8191002961016949,1.3374320000000002,84.17665985130112,0.2930342961016949,0.03343400000000002,0.8668159999999998,-0.8333819999999998,True,False,False,True,True,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,ZNF217,ENSG00000171940,oncogene_gain_screen,20q,1.0,0.8200092961016948,0.8200092961016948,0.8200092961016948,1.0,14.0,14.0,0.0,3364.0,1.2994352961016948,-0.027595803898305106,2.124960296101695,0.5112025,159.82968507728893,0.2930342961016949,0.526975,1.0064009999999999,-0.479426,True,False,False,False,True,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,SOX2,ENSG00000181449,oncogene_gain_screen,3q,1.0,1.036270296101695,1.036270296101695,1.036270296101695,1.0,2.0,2.0,0.0,521.0,2.252070296101695,1.799480296101695,2.7046602961016952,0.45259000000000027,307.3032783109405,0.9080982961016948,0.12817200000000017,1.3439720000000002,-1.2158,False,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,25.0,True
OV3133-R2,3133,HGS,NA,P58,NA,NF1,ENSG00000196712,other_locus_screen,17q,1.0,-0.5661307038983051,-0.5661307038983051,-0.5661307038983051,1.0,87.0,87.0,0.0,18291.0,-0.6856597038983051,-2.1081697038983047,1.1464102961016949,0.7748470000000001,77.25801688261987,0.0330518961016949,-0.5991826,-0.7187116,0.119529,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,RB1,ENSG00000139687,other_locus_screen,13q,1.0,0.4613632961016949,0.4613632961016949,0.4613632961016949,1.0,43.0,43.0,0.0,8663.0,0.8020462961016949,-0.27209570389830506,2.438490296101695,0.6169699999999999,175.29210277040286,0.2763392961016949,0.18502400000000002,0.5257069999999999,-0.34068299999999996,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,PTEN,ENSG00000171862,other_locus_screen,10q,1.0,-0.5944327038983052,-0.5944327038983052,-0.5944327038983052,1.0,20.0,20.0,0.0,4026.0,-0.5755017038983051,-2.077139703898305,0.7915522961016949,0.7458605,65.00898089915549,-0.5944327038983052,0.0,0.01893100000000003,-0.01893100000000003,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,CDKN2A,ENSG00000147889,other_locus_screen,9p,1.0,-0.8892357038983051,-0.8892357038983051,-0.8892357038983051,1.0,4.0,4.0,0.0,855.0,-0.2132277038983051,-1.593919703898305,1.7215802961016948,1.7679485,41.590637192982456,-0.0763790038983051,-0.8128567,-0.1368487,-0.6760079999999999,True,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,CDKN2B,ENSG00000147883,other_locus_screen,9p,1.0,-0.8892357038983051,-0.8892357038983051,-0.8892357038983051,1.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,-0.0763790038983051,-0.8128567,NA,NA,False,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,7.0,True
OV3133-R2,3133,HGS,NA,P58,NA,BRCA1,ENSG00000012048,other_locus_screen,17q,1.0,-0.5757817038983053,-0.5757817038983052,-0.5757817038983052,1.0,39.0,39.0,0.0,7827.0,-0.6854497038983052,-3.358829703898305,2.439250296101695,0.7181460000000001,61.96255077296537,0.0330518961016949,-0.6088336000000002,-0.7185016000000001,0.10966799999999988,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,BRCA2,ENSG00000139618,other_locus_screen,13q,1.0,0.5935472961016949,0.5935472961016949,0.5935472961016949,1.0,44.0,44.0,0.0,11007.0,0.8789617961016949,-0.1327597038983051,2.262120296101695,0.6420802499999999,180.3280037067321,0.2763392961016949,0.317208,0.6026225000000001,-0.2854145,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,PALB2,ENSG00000083093,other_locus_screen,16p,1.0,0.5100392961016949,0.5100392961016949,0.5100392961016949,1.0,18.0,18.0,0.0,3913.0,0.3292177961016949,-0.5015137038983052,1.303350296101695,0.504863025,106.59616335292614,0.5100392961016949,0.0,-0.18082149999999997,0.18082149999999997,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,NA,NA,31.0,NA,0.0,True
OV3133-R2,3133,HGS,NA,P58,NA,RAD51C,ENSG00000108384,other_locus_screen,17q,1.0,0.0330518961016949,0.0330518961016949,0.0330518961016949,1.0,10.0,10.0,0.0,2000.0,0.011358796101694893,-2.4315197038983047,0.6482062961016949,0.8545205,94.2734753,0.0330518961016949,0.0,-0.021693100000000007,0.021693100000000007,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,17.0,True
OV3133-R2,3133,HGS,NA,P58,NA,RAD51D,ENSG00000185379,other_locus_screen,17q,1.0,-0.5661307038983051,-0.5661307038983051,-0.5661307038983051,1.0,11.0,11.0,0.0,1967.0,-0.9819577038983052,-1.992659703898305,0.40401129610169495,0.8400855,45.39806761565837,0.0330518961016949,-0.5991826,-1.0150096,0.41582700000000006,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,NA,NA,31.0,NA,0.0,True
OV3133-R2,3133,HGS,NA,P58,NA,BRIP1,ENSG00000136492,other_locus_screen,17q,1.0,0.0330518961016949,0.0330518961016949,0.0330518961016949,1.0,22.0,22.0,0.0,4999.0,0.042568546101694894,-0.9851447038983051,0.8577202961016949,0.473754275,119.8091604720944,0.0330518961016949,0.0,0.009516649999999995,-0.009516649999999995,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,NA,NA,31.0,NA,0.0,True
OV3133-R2,3133,HGS,NA,P58,NA,ATM,ENSG00000149311,other_locus_screen,11q,1.0,-0.7235227038983051,-0.7235227038983051,-0.7235227038983051,1.0,64.0,64.0,0.0,13307.0,-0.8072037038983051,-2.0493997038983047,0.12746329610169488,0.6190837500000002,66.41224038475991,-0.0730412038983051,-0.6504814999999999,-0.7341625,0.083681,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,CHEK2,ENSG00000183765,other_locus_screen,22q,1.0,-0.5683507038983051,-0.5683507038983051,-0.5683507038983051,1.0,15.0,15.0,0.0,2823.0,-0.40349970389830514,-1.253189703898305,0.6977002961016948,0.8340633500000001,85.52613163301453,0.0071119861016948,-0.5754626899999999,-0.4106116899999999,-0.16485099999999997,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,CDK12,ENSG00000167258,other_locus_screen,17q,1.0,-0.5661307038983051,-0.5661307038983051,-0.5661307038983051,1.0,21.0,21.0,0.0,4784.0,-0.3535157038983051,-1.4421197038983051,1.157440296101695,0.9622082,58.131905539297655,0.0330518961016949,-0.5991826,-0.3865676,-0.212615,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,ARID1A,ENSG00000117713,other_locus_screen,1p,1.0,-0.0229591038983051,-0.0229591038983051,-0.0229591038983051,1.0,27.0,27.0,0.0,6736.0,-0.016456703898305104,-2.041629703898305,1.022500296101695,0.6717285000000001,53.17621300475059,-0.0684644038983051,0.045505300000000005,0.052007700000000004,-0.006502399999999995,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,SMARCA4,ENSG00000127616,other_locus_screen,19p,0.9630532111329393,-0.4926552950943198,-0.6876317038983051,-0.1649137038983051,2.0,14.0,14.0,0.0,2723.0,-0.4442232038983051,-1.1183497038983052,2.198380296101695,1.2428032500000001,32.55196819684172,-0.6807207038983051,0.18806540880398526,0.23649749999999997,-0.048432091196014715,False,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,SMARCA2,ENSG00000080503,other_locus_screen,9p,0.9318114702228889,-0.2567944469009009,-0.7647677038983052,0.9266442961016949,2.0,36.0,36.0,0.0,6833.0,-0.7085517038983051,-2.186109703898305,1.365950296101695,0.7587885000000002,59.35287778428215,-0.0763790038983051,-0.18041544300259582,-0.6321727,0.4517572569974042,False,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,MLH1,ENSG00000076242,other_locus_screen,3p,1.0,-0.1074157038983051,-0.1074157038983051,-0.1074157038983051,1.0,21.0,21.0,0.0,4598.0,0.0806143961016949,-1.2668197038983051,1.4873102961016949,0.39057600000000003,97.34820824271422,-0.6098997038983052,0.502484,0.6905141,-0.18803009999999998,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,MSH2,ENSG00000095002,other_locus_screen,2p,1.0,0.3059092961016949,0.3059092961016949,0.3059092961016949,1.0,13.0,13.0,0.0,3354.0,0.1857802961016949,-0.06788790389830511,1.2502602961016949,0.55279678,147.35835140131186,0.3059092961016949,0.0,-0.12012900000000004,0.12012900000000004,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,MSH6,ENSG00000116062,other_locus_screen,2p,1.0,0.3059092961016949,0.3059092961016949,0.3059092961016949,1.0,23.0,23.0,0.0,5948.0,0.2588862961016949,-0.5546857038983052,0.9490362961016948,0.7740079,108.00641866173503,0.3059092961016949,0.0,-0.04702300000000004,0.04702300000000004,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,PMS2,ENSG00000122512,other_locus_screen,7p,1.0,-0.0726276038983051,-0.0726276038983051,-0.0726276038983051,1.0,16.0,16.0,0.0,3277.0,-0.0627160538983051,-3.423609703898305,0.7379202961016949,0.53154925,214.54083817516025,0.3516432961016949,-0.4242709,-0.41435935,-0.009911549999999991,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,False,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,TP53,ENSG00000141510,other_locus_screen,17p,1.0,-0.6154707038983052,-0.6154707038983052,-0.6154707038983052,1.0,9.0,9.0,0.0,1770.0,-0.8221137038983052,-1.980619703898305,1.330870296101695,1.70852044,38.82430796610169,-0.6154707038983052,0.0,-0.20664300000000002,0.20664300000000002,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,True,NA,31.0,NA,31.0,True
OV3133-R2,3133,HGS,NA,P58,NA,FBXW7,ENSG00000109670,other_locus_screen,4q,1.0,-0.1070637038983051,-0.1070637038983051,-0.1070637038983051,1.0,21.0,21.0,0.0,5380.0,-0.061309303898305106,-0.8950287038983051,1.086400296101695,0.8527549999999999,89.28863988847584,-0.6486907038983052,0.5416270000000001,0.5873814,-0.04575439999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",NA,NA,NA,NA,31.0,NA,0.0,True
