gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,subtype,n_group,evidence
ENSG00000001036,6981.123657202186,-9.118519154052112,0.6961302560923821,-13.098869176061227,3.341998314794221e-39,6.40193197181981e-35,FUCA2,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000183853,17692.237901477492,-10.405796701387162,0.8200048275997238,-12.689921267715555,6.725335631698183e-37,6.44152646804052e-33,KIRREL1,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000124145,17244.17381772581,-11.45416776494553,0.9284760399236551,-12.336524877785063,5.758824419278973e-35,3.6772013525236e-31,SDC4,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000187268,2147.656858102671,11.419790512847177,0.9354443432694364,12.207878100940027,2.8215193095030757e-34,1.351225597321023e-30,FAM9C,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000108679,40147.50733306862,-9.194446238459589,0.7862026533908716,-11.69475350764104,1.3558028403556547e-31,5.194351841970584e-28,LGALS3BP,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000163191,17244.721125211236,-13.331279316739971,1.1978204573577143,-11.12961398751495,9.002450453421543e-29,2.874182348095718e-25,S100A11,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000188522,2750.9718735781244,-8.522678234767124,0.7880340407997918,-10.815114314246228,2.9192850325285335e-27,7.988832011873797e-24,FAM83G,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000109113,8836.734461913013,-9.178580129558338,0.8722552709086409,-10.522814175713583,6.781719251518774e-26,1.6238826747761703e-22,RAB34,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000172005,4243.726743694714,-27.621418550540174,2.7141135093795343,-10.176957763588387,2.512950343324641e-24,5.348675197414091e-21,MAL,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000184292,23262.117584062813,-27.769753598459605,2.7604049160698403,-10.060029032985902,8.297387462250318e-24,1.5894475422686708e-20,TACSTD2,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000164695,983.7857154470147,-8.094699498657976,0.8156964696108835,-9.92366621682136,3.284646568468643e-23,5.720062696871393e-20,CHMP4C,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000136205,12375.189957193905,-9.255109157837333,0.9426982179051937,-9.817679700724874,9.449341123987273e-23,1.4400231043012992e-19,TNS3,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000167815,8089.186719614576,-8.647972932749846,0.8811615294013854,-9.81428789636881,9.772551866734647e-23,1.4400231043012992e-19,PRDX2,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000142273,2533.40994997313,-26.913976414662137,2.8089904664295733,-9.581369796840827,9.576626902797985e-22,1.310356178214273e-18,CBLC,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000085871,1144.7188337784767,-9.220758474610431,0.9731914346353164,-9.474763285463688,2.673662195182097e-21,3.4144448673938832e-18,MGST2,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000161798,4702.81084444554,-27.552619874402925,2.9245786785709917,-9.421056125549576,4.465732879008317e-21,5.346598689392707e-18,AQP5,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000152822,323.51839593284916,8.537123862813166,0.912184376955295,9.358989343041072,8.050302361581662e-21,9.071270119909313e-18,GRM1,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000175315,2481.6537779070636,-26.666479373043114,2.8847730249880863,-9.243874350618363,2.3772970896208362e-20,2.5299723915987076e-17,CST6,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000197747,20794.49706922984,-16.74736964512572,1.8148173458942956,-9.228129587263254,2.753987163073777e-20,2.7765988471495407e-17,S100A10,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000167165,2166.402873435532,-26.67109461119153,2.932132586570537,-9.096142082164986,9.359751735694262e-20,8.964770212447963e-17,UGT1A6,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000169715,1503.9951768253688,-26.88469098243183,2.9580682180167868,-9.08859735508617,1.00324921728319e-19,9.151543812512755e-17,MT1E,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000051523,18420.753499729555,-9.014525425023008,0.9967815432114697,-9.043631963709577,1.5155086695159606e-19,1.3195947306021702e-16,CYBA,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000233276,19925.80189866034,-11.301512635686583,1.2547517459388124,-9.006971038108201,2.1182599098439387e-19,1.7642342101291517e-16,GPX1,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000111321,11180.279225259981,-8.915686114473962,0.9933132107369946,-8.975704760695688,2.8154352208701595e-19,2.2471865454578654e-16,LTBR,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000131981,11915.124371281185,-9.182753771480085,1.039934183027939,-8.83012975373402,1.0455436270318534e-18,8.011373487768874e-16,LGALS3,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000132329,715.8933546907585,-25.182313390867588,2.881086979911361,-8.740559922853263,2.319579050319052e-18,1.7089944726119906e-15,RAMP1,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000274577,723.4933405143847,-25.078981665067474,2.8825330161207545,-8.700327637120417,3.3092733323241333e-18,2.347868146444485e-15,LHX1,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000111057,91191.4469711663,-10.922164823877564,1.26003340507564,-8.66815497103579,4.391787163833567e-18,3.0046098182284217e-15,KRT18,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000150636,200.57843120729382,6.940058016578443,0.8100177947592951,8.567784635695258,1.0549485829670209e-17,6.9684810535573286e-15,CCDC102B,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000148702,412.8002562573106,-24.424184953886886,2.863548155228856,-8.52934318889947,1.4718095442241152e-17,9.397994543052383e-15,HABP2,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000170412,9563.738338074802,-13.313432586906428,1.5726343782053636,-8.4656883833986,2.5464416150611197e-17,1.5735366315519616e-14,GPRC5C,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000158710,39063.55907205325,-7.938551774306186,0.9394188562562367,-8.450492260654453,2.900771445954048e-17,1.736474306834242e-14,TAGLN2,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000130234,483.86259932633834,-24.463392554317416,2.904313371044696,-8.423124308213962,3.665751751818022e-17,2.1279133502371524e-14,ACE2,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000184226,7900.590644261605,9.636886403834954,1.1700350713096714,8.236408155738413,1.7745779771788408e-16,9.998181097305256e-14,PCDH9,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000171345,55849.21804749869,-18.17266946048507,2.2292839678784833,-8.151796595827692,3.585570210639093e-16,1.962433798714356e-13,KRT19,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000138722,228.70722084736028,12.58076259186064,1.551931321200653,8.106520191967983,5.209006540183349e-16,2.771770257882006e-13,MMRN1,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000145555,8048.97348443464,-6.428841220000329,0.7945843872944971,-8.090822476250853,5.926317694718606e-16,3.0682308583791785e-13,MYO10,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000060718,4034.50185873635,12.314000749221076,1.5337662539852739,8.028603261562766,9.858861210195255e-16,4.96990382480264e-13,COL11A1,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000284881,1268.3057161342056,-25.954823821166613,3.2480460360156957,-7.990903926043119,1.3395291937510218e-15,6.579492624485788e-13,DEFB1,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000184640,23905.49137823419,-5.8335423819913865,0.7417280074655809,-7.864799931074581,3.696878108130095e-15,1.7704349259835024e-12,SEPT9,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000120549,2594.247628730003,-8.587495856510209,1.0926795008841625,-7.8591168312039095,3.8685129002498824e-15,1.8074447101752866e-12,KIAA1217,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000122378,5477.329724916878,-7.004309647227664,0.8920985098545308,-7.851497979040246,4.110971354051296e-15,1.874994458528729e-12,FAM213A,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000107562,199.55461994888663,-23.359777214698298,2.999471579567227,-7.787964178033225,6.809748077636503e-15,3.03366358546988e-12,CXCL12,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000007038,467.49057151505514,-24.553626674593165,3.155669008799224,-7.780799128846584,7.206784723544401e-15,3.04281390783151e-12,PRSS21,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000071242,4458.608200178569,-8.512572805619865,1.0946768973058139,-7.776333662079427,7.465663691171485e-15,3.04281390783151e-12,RPS6KA2,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000102243,794.1449716224994,-24.86069489518148,3.1963522959803052,-7.777833165150787,7.377727524599807e-15,3.04281390783151e-12,VGLL1,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000282838,467.49057151505514,-24.553626674593165,3.155669008799224,-7.780799128846584,7.206784723544401e-15,3.04281390783151e-12,PRSS21,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000198960,2401.427676811029,-13.633075137246841,1.755341154496902,-7.766624227046175,8.060552161892101e-15,3.216832025275106e-12,ARMCX6,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000163435,8732.166210603915,-10.07496195527771,1.2983481217920738,-7.759830962262663,8.504265761132743e-15,3.3246472432705885e-12,ELF3,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000155324,2347.138129247452,-9.741254042230619,1.2560187588638185,-7.7556596774418045,8.788541825411028e-15,3.35154887115748e-12,GRAMD2B,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000197956,40845.019583383495,-12.471541477282084,1.6084564493846534,-7.753732767867802,8.923000231208575e-15,3.35154887115748e-12,S100A6,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000087077,7810.721628708432,-7.05230555647673,0.9184661420156854,-7.678351148578639,1.6114926033553615e-14,5.936490828822173e-12,TRIP6,SCCOHT,2,"descriptive; model-level, source-confounded"
ENSG00000173702,206.29699283951456,-23.492332645385826,3.070247859110979,-7.6516078581969165,1.984817296568835e-14,7.173803798692943e-12,MUC13,SCCOHT,2,"descriptive; model-level, source-confounded"
